评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7156199426258748190,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心],,0,2022-10-19 20:28:42,阿华,https://www.douyin.com/user/MS4wLjABAAAAjkbm6jSYFOQaC5J-vnD853q0ATzwR9UFXoeeaq-qY9j5kFZicRTlQ2WwkOX1m7Dt,ahua99127,;,0,江苏
7156198966055666439,[赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰],,0,2022-10-19 20:26:56,陈大姐,https://www.douyin.com/user/MS4wLjABAAAAx13gcmw_Dg7dvwX-nryrcSJLjwgy1JTXw_b6WdJ-1y0,,,0,四川
7156198888164049694,[赞][赞][赞][赞][赞][鼓掌][鼓掌],,0,2022-10-19 20:26:39,老姜,https://www.douyin.com/user/MS4wLjABAAAA8cCAVIdQ3-MOagTD_aSJZo6477cpakUNwXVi8kLzLn_3nvNv93Uu-xTU6FHK-LFN,laojiang7637v,,0,贵州
7156198821608194847,@你能不能先去死 爱了[色][色][色],,0,2022-10-19 20:26:22,二十二岁做了对饭,https://www.douyin.com/user/MS4wLjABAAAAV9FiHOpB0Qac95Y1ZDCMRM83OTH0MXcFIa1l1FN3wHU,,@陶喆,0,江苏
7156198707456017193,,,0,2022-10-19 20:25:56,春暖花开,https://www.douyin.com/user/MS4wLjABAAAApgqpL4htSvH-MeFiz2CziRs143oShKG8v48KpBjQ9F4Qsupbtv3d3s45PVQRQQxL,69897536144,,0,内蒙古
7156198622881760036,[赞][赞][赞],,0,2022-10-19 20:25:36,雪,https://www.douyin.com/user/MS4wLjABAAAA87g0x1HBpz7BGKYfsCpvya_M99yvcIenfI6iLkZEFyk,,开开心心,0,安徽
7156198170795131684,[赞][赞][赞][赞][赞],,0,2022-10-19 20:23:51,李吉兰,https://www.douyin.com/user/MS4wLjABAAAA44ow29eT2jvtgmvHWaoCHKPfmAYFyom6l6yJjC7lLKvDiX8sjBTeIDybB-I-43Y_,lijilan77007,,0,江苏
7156197686538355486,@[赞][赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-19 20:22:01,五宝贝奶奶（爱你❤）,https://www.douyin.com/user/MS4wLjABAAAAMoWADl_bG1rBZ2B3m59jvJJvWUr4nJOgeXUABCRyRko,aini12193,拒绝私聊，否则拉黑！！！,0,江苏
7156197642766156585,[鼓掌][鼓掌][鼓掌],,0,2022-10-19 20:21:49,患难朋友才是真朋友,https://www.douyin.com/user/MS4wLjABAAAA2TKvCVXS3HKtxi0CyxsH0Dftf-SSJSUgZ-UwNdOTqQg,47163323102,过去永远过去，从今以后开开心心过好每一天。最难忘的是学生时代，那就是在薛尧中学年代的那些美好时光,0,江苏
7156197606137709348,[赞][赞][赞],,0,2022-10-19 20:21:41,海阔天空,https://www.douyin.com/user/MS4wLjABAAAAwTqbhep7RESLCwVmkuJRjdRybjcdk4lMVMSMKQ6MdkAj1pV7TepS1ZOJSTamR4Yz,dyb6o6maiemq,,0,浙江
7156197303807509263,,,0,2022-10-19 20:20:31,林林柒,https://www.douyin.com/user/MS4wLjABAAAAQQSySpSkeMNb1RMIyeUF1sC3GjGo1htLvGp6mRlaEJqCrZfhBRdsEm8NWuXyZ0UR,xy513216,感谢抖音平台，感谢网友粉丝们的支持与厚爱,0,广东
7156196949044675336,[赞][赞][赞][666][666][666],,0,2022-10-19 20:19:07,李大姐,https://www.douyin.com/user/MS4wLjABAAAAOGNSIZdOd4XOUgCZE3HazDcWP67BboKYfR8n4-3UCMDo7OlckOgNdCH275WLoQS8,87754450344,谢谢姐妹们,0,江西
7156196130656109350,,,0,2022-10-19 20:15:57,西美,https://www.douyin.com/user/MS4wLjABAAAAFbTwsv77T1ILbSpN-bCVpcvhRGfcHXaN2wDjiy39PBKqmYDoKG8caFDLRgaCFLaD,ximei32556,饿得,0,江苏
7156195083497931531,[灵机一动][来看我][来看我][感谢][鼓掌][鼓掌][灵机一动][来看我][感谢][鼓掌],,0,2022-10-19 20:11:52,梦儿,https://www.douyin.com/user/MS4wLjABAAAArHEP6Nl1Ke26oPkILnsK8s1SBh1w7dJQZsS7PdNLlNA,menger60444,,0,山东
7156194819417064233,[赞][赞][赞][赞][赞][赞][赞],,0,2022-10-19 20:10:54,幸福人生.,https://www.douyin.com/user/MS4wLjABAAAAzaU19r7n_HgOaAeEPAnIR0coTULYm5TTp9uEOISjJsgtMAIZeXh7WiyCQeXDluxp,laochang5420,,0,河南
7156194674549818149,[赞][赞][赞][爱心][爱心][爱心][爱心],,0,2022-10-19 20:10:20,小琴,https://www.douyin.com/user/MS4wLjABAAAA9NcY3di-50tDJh-rZe7NjurNmvTT8DsBsgd8TUBZh_U,xiaoqin13448,！,0,上海
7156194567887340329,,,0,2022-10-19 20:09:51,飞龙在天*,https://www.douyin.com/user/MS4wLjABAAAAqssAPeS-GjPGgAmsy9oDkkvMYYr5gKuJTkNaMc8_n4E,dylwu8p4356l,男，十堰市竹山县宝丰镇，退休教师,0,湖北
7156194243038528270,[赞][赞][赞][赞][赞][赞],,0,2022-10-19 20:08:36,毅安奶奶,https://www.douyin.com/user/MS4wLjABAAAAkhM5JO3SKZVbtcQjKWFlZ6S9kJ2ZEXo15tOGQz_f6klCZEFi3aHtucJxj1B276tc,liuyuzhi9509,,0,河南
7156193982635246351,,,0,2022-10-19 20:07:35,小怡爱生活,https://www.douyin.com/user/MS4wLjABAAAACU2SS4ON-EkJ1Uo7pHCD2JJ0WiF4N_KXs9KsXUNJquw,xiaoyi61807,关注我：每天筛选优质的用品，点击我的头像，进入橱窗， 一件也是工厂直发。感谢抖音平台。,0,河北
7156193752896930568,@[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][一起加油][一起加油][一起加油],,0,2022-10-19 20:06:43,美仙,https://www.douyin.com/user/MS4wLjABAAAAk5AhDF5TrZydMSK9Q3mnkdiVKI-G5glgIup3E-GAr2DW_IWqwFbBJG0NNjORZ-6j,meixian86201,,0,河南
7156192923448115976,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-19 20:03:30,吉祥安康,https://www.douyin.com/user/MS4wLjABAAAAO2izgbOclocgxUMsWpyj8aKoZN_HaEJqTu91eh7zvfE,,.,0,湖南
7156192434660328230,[赞][赞][赞][赞][赞],,0,2022-10-19 20:01:34,翠奶奶,https://www.douyin.com/user/MS4wLjABAAAADjxjX38HGg7g8TGf19PcFus5OH7Nr2cbGPc1oTXrm-E,cuinainai470,我喜欢听淮剧,0,江苏
7156191424315491112,太美了[赞][赞][赞],,0,2022-10-19 19:57:40,云姐(60后),https://www.douyin.com/user/MS4wLjABAAAAgEBCrBbBU1EfNMmHe8KFeHrGTVoWBeZGgTq8yx-iK8Reh1kL98Omp8UHWJoL0aOq,yunjie60hou2,朋友们，祝大家身体健康，万事如意#，喜欢跳舞，零基础。，抖音里面学。,0,广东
7156191206040961831,@麦憨憨.,,0,2022-10-19 19:56:52,用户8901853708860,https://www.douyin.com/user/MS4wLjABAAAAhFD12uVxb106_6qhFYN2h93QHPQ36orODmuWFr3kw8E,27747681916,,1,广东
7156190884442047263,[比心][比心][比心][比心],,0,2022-10-19 19:55:35,米娜🍀,https://www.douyin.com/user/MS4wLjABAAAA4vgNaR4tP9_T7khkflQlz3DubjSl7BgTcMJgzypsmiIoZG9_IgEvpJG45ODmeehn,minahaowufen47,活在当下,0,新疆
7156190852687168293,[玫瑰][玫瑰][嘴唇][嘴唇][嘴唇],,0,2022-10-19 19:55:29,用户3738027915568,https://www.douyin.com/user/MS4wLjABAAAAkmapvZ7nLSYGvjLYb2oE0CbWSS3w1YMgfuTAF4WuJqvPNZUBKwPMWTeizvNz8oii,dy9zvg6vh24z,,0,浙江
7156190838920348450,漂亮[赞],,0,2022-10-19 19:55:24,水平,https://www.douyin.com/user/MS4wLjABAAAAB4h8g3RBDECCHfkugvsQkadvPixSPAGNnbt8uH9p79eDa_SbfHb2ti8KvCAWeBEt,32697318521,,0,湖北
7156190316110005026,[赞][赞][赞][玫瑰][玫瑰][玫瑰],,0,2022-10-19 19:53:24,兰花香,https://www.douyin.com/user/MS4wLjABAAAAUuu-4_zSbVAvVz30DN7yEYZxSC1bqxiRDG68FU_GjAQ,dy0oizzhkpqm,天天劳动节,0,贵州
7156189573315150629,@,,0,2022-10-19 19:50:30,匡美美,https://www.douyin.com/user/MS4wLjABAAAA7adrLiMA89-UGmeaVm2d5aWSf_Wmc8ZXGHqetDvwa4I,kuangmeimei4,我是匡美美，是一个山里村姑，喜欢唱歌跳舞，善于同伙伴们分享快乐、健康和幸福。,0,湖南
7156188801386808071,[赞][赞][赞][鼓掌][鼓掌][鼓掌],,0,2022-10-19 19:47:30,紫菀（下午2-40）直播,https://www.douyin.com/user/MS4wLjABAAAARkUx9VkxUJ3YAYMsOhXAFNup4GsteV0cn4OHfIi5ysbWquLfQW4M9MdV768HhTlt,lxl196508,我是四川阆中的，是一个60后的农了村人，感恩大爱正能量的官方平台，让我们中老年也能来抖音平台上创业，我叫紫菀，做一名分享巜运动健身》的主播，感恩陪伴，感谢有你，交朋友。一起加油吧。,0,四川
7156188402181849870,[赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-19 19:45:58,吴小燕。,https://www.douyin.com/user/MS4wLjABAAAAmmiAevfMQy7aw74yie2z8FidEaxzPP7bPQUs30BputcvL9qmMf10q6Jxui_0-sBi,wuxiaoyan986,家人：,0,安徽
7156188189094429452,[赞][赞][赞][赞],,0,2022-10-19 19:45:08,艳阳天,https://www.douyin.com/user/MS4wLjABAAAAC7nNDf34sqc4Gru3ilBtTB6ROAKhLFKY5bilCDFuX4I,dyp1aw7b2bor,我是咸阳纺织花园小区，今年五十六岁，爱好唱歌,0,陕西
7156187664953312014,[赞][赞][赞],,0,2022-10-19 19:43:07,芙瑞塔,https://www.douyin.com/user/MS4wLjABAAAABnkDbmlzvKmfnsTlE53J8COZhOQzmuO-qOcNGUZMjHs,furuita85345,"河北
共创伙伴：点关注，必回关",0,河北
7156187491506012928,@纸月亮,,0,2022-10-19 19:42:27,我担是老虎🐯（限流版）,https://www.douyin.com/user/MS4wLjABAAAAb_TPrKeoBTBy45kyJzCwvGD0Qqim_Tp4sZ4KqGMFvBajmGN1hrKi0-u3AdWTlfKM,76247869227,晚安各位克拉们,1,安徽
7156187156162773795,漂亮[比心][比心][比心],,0,2022-10-19 19:41:08,慢慢好物(好物在厨窗),https://www.douyin.com/user/MS4wLjABAAAAiBLOhEIIejRwOJ8CdCJKAb3fOj9DsvgIZKBcVoF2_FE,1373182344.,"爱生活，爱分享，爱购物
每天持续更新更多优质产品
#短视频带货
支持七天无理由退换货#
更多商品进入厨窗",0,安徽
7156187035727364876,[玫瑰][玫瑰][玫瑰][玫瑰],,0,2022-10-19 19:40:38,BAHTIM💫,https://www.douyin.com/user/MS4wLjABAAAAHcYGNBPdgfGsgM7fezRc2S5uZ1_OQBZ4KM4m2cmUSJo,,,0,新疆
7156186848791642920,,,0,2022-10-19 19:39:56,赵财进宝,https://www.douyin.com/user/MS4wLjABAAAAd20dIB2khjbSEnzm1uPjp-B8los94FM605UiqCidlsw,qiutian8931496,做最真实的自己,0,河南
7156186712946639620,[玫瑰][玫瑰][玫瑰],,0,2022-10-19 19:39:24,黑夜的路上杨福宏,https://www.douyin.com/user/MS4wLjABAAAA6HAC7OMEvbokHy0lJd3MtI6_Lqdl9_DbhMe8Zx73O5jOOMq6bcIMp-To0HB-kxzV,,四川广元市,0,四川
7156186543655355166,[赞][赞],,0,2022-10-19 19:38:43,唐豆奶奶,https://www.douyin.com/user/MS4wLjABAAAAS8Tu4xE9ZTju2mtNv2nY9-NkoViyPxIPgPq6OWRaRzE,dyr7kb6hk02j,,0,河南
7156186038687793934,[赞][赞],,0,2022-10-19 19:36:49,朵朵,https://www.douyin.com/user/MS4wLjABAAAAGV-lrTvcm_COBxWuHMSU0CHFV2T2NapFNtkeANmJLSvBCM6xcayWrPEmQcHAfrU_,duoduo14034,,0,江苏
7156185304709497632,,,0,2022-10-19 19:33:58,袁家大小姐,https://www.douyin.com/user/MS4wLjABAAAAW-ddfnzDKpJpbJSVrRTnvtdnk-rBPAF67Y55keUDtd8hVwA7n9DKyX8r1VStFjFr,yuanxiaoxian41,,0,安徽
7156185285897454377,@🪐柒音琴行,,0,2022-10-19 19:33:53,夜猫小七,https://www.douyin.com/user/MS4wLjABAAAAd8DXGRM_9X0fMENsmzECcrdHvJNDcg1AeRryJztqeU8,,,2,四川
7156185225314173735,漂亮，好有气质哦！[玫瑰][玫瑰][玫瑰],,0,2022-10-19 19:33:36,可可超会吃,https://www.douyin.com/user/MS4wLjABAAAAAPGZDpaVW63nRi8vDU7wLao2pTIgfiMXOPNa0ZKgq6A,xyz.1688,"💕欢迎光临我的小小世界 
✨爱生活 爱分享 爱美食 
🙏感谢大家的支持与信任
❤️喜欢记得点关注常来哦",0,新疆
7156184531698434854,[惊喜],,0,2022-10-19 19:30:55,梦儿,https://www.douyin.com/user/MS4wLjABAAAAfxOdPwa_Vfm5EGOf4Re-lGB2bQsYg8pIIE0-v-O-vDBPrHgxpah3KG1EiyaQCTdf,menger46173,"感谢抖粑粑提供的绿色优质平台
90后待业宝妈
♥️爱生活、爱分享、爱购物
❤️只买对的、不买贵的
所有售后问题可联系客服👧好物还在持续更新中",0,浙江
7156184446512005926,[赞][赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-19 19:30:36,萍霞,https://www.douyin.com/user/MS4wLjABAAAAo5Xwf5KDe_BAkV48kWf7AWpsoy2AN6uMY7PIRGy7Vws,xiyanghongpi85,非常感谢大家的支持和鼓励，通过抖音平台认识了好多朋友，也学到了很多，我喜欢交友，刷到的朋友帮忙点个赞，谢谢,0,四川
7156183950121321220,[一起加油][一起加油][一起加油],,0,2022-10-19 19:28:41,优秀的人呢,https://www.douyin.com/user/MS4wLjABAAAA8ODc9_IKFONHoTziAFcu-MLIoXxU_59ijjXbJVuImxQ9Z5RzjDpC1mYdPI3XXusK,qiumei22223,开心每一天,0,山东
7156183847389020935,[鼓掌][鼓掌][鼓掌][赞][赞][赞][赞][一起加油][一起加油],,0,2022-10-19 19:28:14,袁方,https://www.douyin.com/user/MS4wLjABAAAAeXnDzRyPGf3bVbAPOuWSWM0m34-br6YLjP4bIrJbxC8,,14790132725.有需要家禽的找我,0,安徽
7156183769945637663,[赞][赞][赞][赞],,0,2022-10-19 19:27:58,，感悟人生,https://www.douyin.com/user/MS4wLjABAAAAXABThK3BwjAD0sVdbdaIbUQjq1SU_VTdZDozUXTjKvc,,宁可高傲的飞翔，决不低微的受伤！,0,河南
7156183757879427851,[玫瑰],,0,2022-10-19 19:27:58,⑧⑧⑧⑧⑧,https://www.douyin.com/user/MS4wLjABAAAAQj16HIPgsTbFyqnjdZt77_rsKhamECZSdSaSNrljzdI,37529446018,,0,湖北
7156183754825663268,@[赞][赞][赞][赞][赞][比心][比心],,0,2022-10-19 19:27:56,翠翠,https://www.douyin.com/user/MS4wLjABAAAAxp9OGYp6E6ojXQT90HJxZ4kQYaQgtqtpA036m313gWU,cuicui64836,,0,江苏
7156183545982812943,[赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-19 19:27:06,忘忧,https://www.douyin.com/user/MS4wLjABAAAAxmiIxyJmhytb8ZZLdlRo1YNHjIGAgTU3wZtMsXvdvBI,wangyou69273,,0,广东
7156183305259139872,@[赞][赞][赞][赞][赞],,0,2022-10-19 19:26:09,李海兰,https://www.douyin.com/user/MS4wLjABAAAAM1Nf5pf8O92GETzUjxHRDutKI0hlNqUiuydyUK7hPLM,lihailan6938,李海兰爱唱歌,0,湖北
7156182823699088142,@[赞][赞][赞][赞][赞],,0,2022-10-19 19:24:21,用户7689235319204,https://www.douyin.com/user/MS4wLjABAAAAIr6zIcHOB-aj8G2njVl3tnq_DpwTkAoUCRqTs3JlBKg,46056340507,,0,湖北
7156182310874137352,,,0,2022-10-19 19:22:21,李琼,https://www.douyin.com/user/MS4wLjABAAAAcgfswR9OvCrGsUcTbkv4U7U9s3GjLIylY_Jwia54KqM,,我来自云南昭通一名经验分享聊天主播,0,云南
7156181820887057183,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心],,0,2022-10-19 19:20:27,幸福的人,https://www.douyin.com/user/MS4wLjABAAAA4g7UMu1--1yvaTGAJEJgL8VDY5UhKgStcwnE-K6EQuvTg-LuC5_445km_p8ZiJ3I,huanghunyexu,一一一一,0,河南
7156181799194018564,[赞][赞][赞][赞][赞][赞][赞],,0,2022-10-19 19:20:19,旭日东升阳光明媚,https://www.douyin.com/user/MS4wLjABAAAAd5a2M7Nyi5HjoIROzhniCoC4R1KEzwkUmQPDE55Qc8PCBFw1uNisv3CNx8v8kpR4,,✔,0,陕西
7156181676288033539,晚上好,,0,2022-10-19 19:19:52,用户98845150,https://www.douyin.com/user/MS4wLjABAAAA9hs4EGKALkAuwKzrYrtqXPOBhddIzcBb8bnusR9OwPyQy15LumJPgmPHaxfUsU3k,dyet3rtuej1u,,0,河南
7156181139622839081,[大笑]看了你所有的视频。你是一个有故事的人，加油！,,0,2022-10-19 19:17:49,桂林捷美家具有限公司,https://www.douyin.com/user/MS4wLjABAAAAZ-B15Ju5LtBOrsnjLXXAlNtK8CXnvcUfJBNecxz_DHdPM68BJoTDHacnjcNHfHN7,huakui53411,自家工厂，专注现代新中式全屋家具，家用，办公民宿，别墅，酒店，茶室等全屋家具，全国物流直达，可提供配送，安装，售前售后服务!,0,广西
7156181135356461859,,,0,2022-10-19 19:17:46,浙江丁山河,https://www.douyin.com/user/MS4wLjABAAAAee0yC3BhkINe6cFz0nTESwg_X3Ye2MT-08LvvGigPNE,,我就是我,0,浙江
7156180441208554270,[赞][赞][赞][鼓掌][鼓掌][鼓掌],,0,2022-10-19 19:15:05,家有二宝,https://www.douyin.com/user/MS4wLjABAAAAjthIc9JYRR_naOsmnKZtRvl53LBEoEoWNW1Le7MJarE,,家有二宝。,0,湖北
7156178547802358569,气质型明星酷酷的帅气满分[赞][赞][赞],,0,2022-10-19 19:07:43,梦里花,https://www.douyin.com/user/MS4wLjABAAAALnHVocarNGCpkbCWzuS8oO4FLXxWe0Y8JN8hQcVAjn4,,在这个世界，你改变不了任何人，但是你可以改变你自己。,0,广东
7156178509333283591,@[爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][比心][比心][比心][赞][赞][赞],,0,2022-10-19 19:07:36,春姐下午5点30开播,https://www.douyin.com/user/MS4wLjABAAAAZXO360YidsnNqaFVYBozCd3WcwWIlIIM4hnrPwJCF14Jg8lmdWwPnk4-gFkhhTbc,chun29263,"我喜欢抖音，我是70后的春姐来聊天交朋友主播加PK
朋友：@春姐，主播下午5点30首播",0,云南
7156178090451092262,@哇好漂亮[赞][赞][赞],,0,2022-10-19 19:05:55,怀六,https://www.douyin.com/user/MS4wLjABAAAAV9O-ioDwsg1_Q9dnPoEvFcGClfYYgEVdw_45oSlK6RqEhL48dvPEkKFHCrZPw5Wm,57191147723,,0,湖北
7156177879960503073,@[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][爱心][爱心][爱心][爱心][爱心][爱心],,0,2022-10-19 19:05:08,尊重,https://www.douyin.com/user/MS4wLjABAAAAe2V1mbSg8pY_JqKRM44J3nPyhVDxdgorn8dlMDzKlMQ,,|1,0,江苏
7156177307530576648,[赞][赞][赞][赞],,0,2022-10-19 19:02:56,岁月静好,https://www.douyin.com/user/MS4wLjABAAAAXKFfXZB4ikq7JoeEvskcoZIvsVZAkmXKjoW0DNyhY7-ki9ehROSIVMg4j5_CsG5W,taojie14629,,0,湖北
7156177293826720527,,,0,2022-10-19 19:02:51,邓秀琼,https://www.douyin.com/user/MS4wLjABAAAAcaVhD1mDPJLx1ZtvGSDE9Dj1upcQx0BKpwI8jAE8Hfg,dengxiuqiong94,邓秀琼,0,重庆
7156177145674318632,美女你真漂亮[赞][赞][赞][赞][赞][赞],,0,2022-10-19 19:02:20,王奶奶,https://www.douyin.com/user/MS4wLjABAAAApcX94rtppHzLpIYelIVEGsTfmsRc_t5GPKoyDZnb0sY,wangnainai9453,浠水县兰溪六神,0,湖北
7156176989354541855,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心],,0,2022-10-19 19:01:41,凤兰,https://www.douyin.com/user/MS4wLjABAAAAWrNdVRPN1KWO8C8Dg79HtpTarraLolxvVPsr0lsHIFo,fenglan30350,,0,广东
7156175239818511140,,,0,2022-10-19 18:54:55,一生幸福,https://www.douyin.com/user/MS4wLjABAAAAHxIJ4XcQqnN_fILXe4UGkl3A6rO7_oCXGq8ilkLBneJV6_MSovBQFSgYK64ZIwck,dyoc92zqc0fz,演示铼^,0,云南
7156175120591241995,[嘴唇][嘴唇][嘴唇][嘴唇],,0,2022-10-19 18:54:27,林凤,https://www.douyin.com/user/MS4wLjABAAAAhGQG9zVxI2593t5Ik727mHEPRJX0lHEZy0C4oF_WNh0,linfeng24970,,0,江苏
7156174503322911496,好看,,0,2022-10-19 18:52:01,梓艺,https://www.douyin.com/user/MS4wLjABAAAALF0rR_OOLQ4cOdGAo_uva2X1ipkFwMIwYjQ7VAK35Dc,h23022487,"❤️我是一个80后两个孩子的宝妈
❤️ྀི视频同款全在橱窗🚌
❤️每天分享实惠产品 🈵🈵🈵
❤️商品持续更新感谢 关注♥️♥️♥️
❤️热爱生活热爱抖音 💓💓💓
❤️感谢人官方感谢粉丝关注",0,四川
7156174129476289317,[赞][赞][赞][赞][赞][赞][赞][赞][赞],,0,2022-10-19 18:50:34,一生平安88,https://www.douyin.com/user/MS4wLjABAAAAbWWyd-NYYKBZpGBRVRZAYbD5rwXpJnPpOcJOjEBImsA,dyhji3ldzd52,我是七年后,0,云南
7156173732439327522,[赞][赞][赞][赞][赞],,0,2022-10-19 18:49:02,桃子姐,https://www.douyin.com/user/MS4wLjABAAAAKCVAQ7Pm1QQIWJzCJB7mdF58g7T3PJ50IWtHcq_fn1MUlJulonivi7i_vlbMeiPi,taozijie6569,我叫王桃粉，小名桃子，今年62岁，河南洛阳一位地地道道的农民；没有学历，做抖音没有年龄上的优势，但我人老心不老，过去十年带大5个孙子孙女，现在带着一岁多的小孙女在抖音创业，每天分享简单的短视频，大家一起从零见证我的成长，感恩抖音能让咱普通农民在这里学习、成长、进步，感恩在抖音里遇见的每一位兄弟姐妹，你们让我的人生更加精彩，感恩、感恩……,0,河南
7156173608192426785,[比心][比心][比心][比心][比心][比心],,0,2022-10-19 18:48:35,用户4842396891572,https://www.douyin.com/user/MS4wLjABAAAAYpIJsbfuJLlhYWEi7nQf-Qg6rC6-4RvHWkvIDWzgOfeS1M7hCqGXZorXkWck5W1B,,,0,山东
7156173108926808845,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],,0,2022-10-19 18:46:37,老园长,https://www.douyin.com/user/MS4wLjABAAAAuRT6R287hAfG-fs5fnEHK5wBC7HHxmXk3Abs7lRmGpE,87378558059,大家好！我是老园长，你们喜欢我吗？,0,贵州
7156173083703067432,[赞][赞][赞][赞][赞][赞],,0,2022-10-19 18:46:33,用户198219574431,https://www.douyin.com/user/MS4wLjABAAAAFWlZr49ay02a5XmV6PBJGpqCEzUo3uCJkp4qLTBSHWA,,春,0,内蒙古
7156172821948793614,@[赞],,0,2022-10-19 18:45:31,1243799,https://www.douyin.com/user/MS4wLjABAAAANvbjyJvncRZFEX58VXUb2N3I5LeA-vW4wwk0UG7-O0prJDFABxVXvZi4cQjdkiSW,dy71fs51j0in,,0,四川
7156172720060744485,@[一起加油][一起加油][一起加油][一起加油][一起加油][一起加油],,0,2022-10-19 18:45:07,冰公主。,https://www.douyin.com/user/MS4wLjABAAAAhqYG4m_9I2aK7HVSEdKkQEPWJ3IdGYFkPqmXc6D78zE,dy6ncfhn0r2w,"！



？


！！！


？？？？？？！！！！！！！！！！！！！！！！！！！！！！！",0,陕西
7156171451384414976,[赞][赞][赞][赞][赞],,0,2022-10-19 18:40:11,锦云1,https://www.douyin.com/user/MS4wLjABAAAAPxxu70winnKvp7nNspdYH_KmSnqyhMS23sXExUGoHSQ,jinyun134092,,0,新疆
7156171351349363459,[赞][赞][赞][赞],,0,2022-10-19 18:39:46,x冰美人,https://www.douyin.com/user/MS4wLjABAAAAJaXsphGG9ZF4AGhz5S7Rv39jMPs7y52AfypIzB2xRFLESUWpXS3hfViFwbCLA8RW,82108050425,,0,四川
7156171056661873416,仙女下凡了[赞][赞][赞][比心][比心][比心][玫瑰][玫瑰][玫瑰],,0,2022-10-19 18:38:39,开心小不点(娱乐主播晚上7：30,https://www.douyin.com/user/MS4wLjABAAAAYVxRSzreRH3fHPlz-TcKCTRFEXdKqdu42zbEqaL9nog,dsj16889,"💐我是云南来自浙江台州的70后宝妈
💐虽然没文化没学历幸运的是我遇见了抖音平台🥰
💐我现在是一名娱乐交友主播
💐欢迎大家来我直播间唱歌互动😘（晚上7：30开播）",0,浙江
7156170861053494024,哇塞，好漂亮的美女，！[赞][赞][赞][玫瑰][玫瑰][玫瑰],,0,2022-10-19 18:37:57,美酒加咖啡,https://www.douyin.com/user/MS4wLjABAAAAnUy4cy2RCoDDvoExghak4FXTklpQKzwW2_eY6zxbces,meijiujiakaf47,,0,贵州
7156170662925763343,,,0,2022-10-19 18:37:07,白云朵朵飘1228,https://www.douyin.com/user/MS4wLjABAAAA0CCS6Erl0ZIaV-OcA3JiB6pWDM8SqbmS5xoZhPv-uPrW2JBH6H3EFwmXmP-64eqz,dy4vj9ez53r0,浙江,0,浙江
7156170608522642191,[右边][右边][右边][右边][右边][右边][右边][右边][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],,0,2022-10-19 18:36:57,芝南,https://www.douyin.com/user/MS4wLjABAAAAuZELHcKh8-SQ3zQ1cvSqOFfrUQ_07pHfbBQOInwln_o,zhinan71450,,0,湖南
7156170082530591523,[赞][赞][赞],,0,2022-10-19 18:34:51,昹晨,https://www.douyin.com/user/MS4wLjABAAAA-nMOBq5YJFPG0RIW3YnS2HUa0IBny0jfXfieRiz3ZcwnKbhkC6yyee1tY5ZHMXON,aichen56667,,0,广西
7156169545865888542,@Qi_7,,0,2022-10-19 18:32:47,808zzxxz,https://www.douyin.com/user/MS4wLjABAAAA2mYzndnwO6QhjGGtThcVuegpT2EceZuP_aG5GwkSGdk,0212loveislove,听不清的耳语最诚恳,0,河北
7156168916606960396,[赞][赞][赞][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰],,0,2022-10-19 18:30:21,家和万事兴。,https://www.douyin.com/user/MS4wLjABAAAAGTABeU2FndVW_i5mcB_N-8y9OUFuK90VIK2PSCCAptc,dysm5mico1sd,谢谢你的关注😊,0,云南
7156168816874636046,[赞][赞][赞][赞][赞][赞][赞],,0,2022-10-19 18:29:59,张小宝奶奶,https://www.douyin.com/user/MS4wLjABAAAALJOdup79aLIRwD3Ttpav6AiVKUzBxgsmQiU1CP1lqYIhLu_5V8dhbfNWPylWg-sI,dyj7yydy45w0,我是文山人在昆明生活多年,0,云南
